order_id,product,purchase_time,day_of_week,quantity,price,store_id
527139,Americano,2025-04-26 13:36:00,Saturday,1,7.41,5
606138,Flat White,2025-04-26 10:55:00,Saturday,4,4.25,5
130559,Chai Latte,2025-04-26 12:32:00,Saturday,3,4.36,1
820170,Flat White,2025-04-26 11:33:00,Saturday,3,3.92,1
896237,Espresso,2025-04-26 12:23:00,Saturday,1,6.09,1
457236,Avocado Toast,2025-04-26 10:38:00,Saturday,1,6.16,1
937039,Cold Brew,2025-04-26 14:00:00,Saturday,1,5.36,2
662097,Espresso,2025-04-26 09:41:00,Saturday,2,5.69,1
335001,Bagel,2025-04-26 11:56:00,Saturday,4,2.8,3
319973,Croissant,2025-04-26 09:15:00,Saturday,1,3.03,3
909399,Blueberry Muffin,2025-04-26 12:58:00,Saturday,2,6.48,4
310672,Americano,2025-04-26 11:33:00,Saturday,3,2.64,2
373450,Mocha,2025-04-26 12:41:00,Saturday,1,4.22,3
519408,Cold Brew,2025-04-26 13:58:00,Saturday,1,3.65,4
600888,Cappuccino,2025-04-26 13:12:00,Saturday,1,6.53,1
318989,Espresso,2025-04-26 13:25:00,Saturday,1,5.01,3
402378,Matcha Latte,2025-04-26 14:30:00,Saturday,1,5.2,1
979597,Bagel,2025-04-26 10:38:00,Saturday,1,6.24,5
698681,Mocha,2025-04-26 15:38:00,Saturday,1,5.13,1
940948,Espresso,2025-04-26 13:49:00,Saturday,2,3.98,1
808908,Chai Latte,2025-04-26 08:25:00,Saturday,3,7.2,5
330238,Latte,2025-04-26 10:05:00,Saturday,2,4.93,4
736595,Bagel,2025-04-26 12:34:00,Saturday,2,4.18,3
796761,Mocha,2025-04-26 11:36:00,Saturday,3,3.6,2
645322,Flat White,2025-04-26 08:20:00,Saturday,2,7.24,3
603478,Matcha Latte,2025-04-26 15:48:00,Saturday,4,5.71,5
190768,Chai Latte,2025-04-26 12:31:00,Saturday,2,5.47,3
362714,Blueberry Muffin,2025-04-26 13:37:00,Saturday,3,3.2,4
173634,Latte,2025-04-26 14:15:00,Saturday,2,3.28,4
170496,Blueberry Muffin,2025-04-26 11:34:00,Saturday,1,3.44,1
583596,Matcha Latte,2025-04-26 12:56:00,Saturday,3,6.46,4
220316,Espresso,2025-04-26 13:17:00,Saturday,5,5.57,1
859126,Flat White,2025-04-26 12:02:00,Saturday,1,5.89,1
330371,Mocha,2025-04-26 13:27:00,Saturday,2,6.67,2
704363,Cappuccino,2025-04-26 11:46:00,Saturday,3,6.27,1
878687,Flat White,2025-04-26 15:12:00,Saturday,3,6.26,3
696274,Mocha,2025-04-26 15:51:00,Saturday,1,7.16,3
731962,Mocha,2025-04-26 13:53:00,Saturday,3,6.29,1
418068,Flat White,2025-04-26 13:21:00,Saturday,2,5.1,3
820707,Bagel,2025-04-26 11:42:00,Saturday,2,4.29,3
247052,Americano,2025-04-26 15:45:00,Saturday,1,3.73,4
573396,Croissant,2025-04-26 08:49:00,Saturday,3,7.43,1
970990,Bagel,2025-04-26 09:08:00,Saturday,1,4.3,1
339232,Avocado Toast,2025-04-26 12:32:00,Saturday,3,4.69,5
488620,Bagel,2025-04-26 10:31:00,Saturday,1,7.49,2
668893,Avocado Toast,2025-04-26 10:33:00,Saturday,1,6.92,4
705342,Avocado Toast,2025-04-26 12:33:00,Saturday,3,2.66,2
369211,Bagel,2025-04-26 09:23:00,Saturday,2,6.63,3
626682,Bagel,2025-04-26 10:35:00,Saturday,2,4.66,5
567050,Bagel,2025-04-26 12:04:00,Saturday,1,4.52,5
108465,Americano,2025-04-27 12:29:00,Sunday,2,5.44,3
278870,Matcha Latte,2025-04-27 11:44:00,Sunday,3,4.68,1
119593,Flat White,2025-04-27 12:23:00,Sunday,2,7.22,3
398582,Matcha Latte,2025-04-27 13:57:00,Sunday,1,5.88,5
416039,Latte,2025-04-27 15:50:00,Sunday,3,3.29,1
985198,Espresso,2025-04-27 15:23:00,Sunday,1,4.21,5
951812,Avocado Toast,2025-04-27 08:42:00,Sunday,2,4.48,3
583487,Flat White,2025-04-27 15:51:00,Sunday,2,4.73,4
861609,Chai Latte,2025-04-27 08:26:00,Sunday,3,5.79,2
522494,Americano,2025-04-27 09:06:00,Sunday,4,4.76,3
368433,Cappuccino,2025-04-27 10:19:00,Sunday,1,5.58,5
826348,Matcha Latte,2025-04-27 12:33:00,Sunday,2,4.73,4
780685,Bagel,2025-04-27 13:23:00,Sunday,1,3.12,2
282772,Flat White,2025-04-27 09:19:00,Sunday,1,2.69,4
291928,Cold Brew,2025-04-27 14:04:00,Sunday,2,5.56,1
551803,Croissant,2025-04-27 12:50:00,Sunday,3,3.48,4
202898,Bagel,2025-04-27 13:53:00,Sunday,5,5.37,4
671720,Blueberry Muffin,2025-04-27 13:08:00,Sunday,1,5.52,4
240070,Mocha,2025-04-27 10:06:00,Sunday,2,6.31,3
319401,Mocha,2025-04-27 12:27:00,Sunday,1,2.99,4
238952,Croissant,2025-04-27 10:41:00,Sunday,2,6.16,5
885261,Espresso,2025-04-27 15:52:00,Sunday,4,3.51,2
849459,Mocha,2025-04-27 08:22:00,Sunday,1,3.25,5
888162,Mocha,2025-04-27 14:20:00,Sunday,3,6.59,4
647386,Flat White,2025-04-27 11:07:00,Sunday,4,6.36,1
461141,Cold Brew,2025-04-27 10:04:00,Sunday,1,6.0,3
126682,Blueberry Muffin,2025-04-27 16:41:00,Sunday,2,3.97,5
616760,Cold Brew,2025-04-27 11:14:00,Sunday,2,4.19,4
264984,Matcha Latte,2025-04-27 14:34:00,Sunday,2,4.36,2
520288,Latte,2025-04-27 09:55:00,Sunday,1,5.29,3
635579,Blueberry Muffin,2025-04-27 15:22:00,Sunday,2,6.46,1
759041,Avocado Toast,2025-04-27 12:44:00,Sunday,4,3.27,1
574626,Matcha Latte,2025-04-27 11:54:00,Sunday,1,3.54,1
150939,Chai Latte,2025-04-27 10:22:00,Sunday,2,4.77,4
511688,Latte,2025-04-27 17:32:00,Sunday,2,5.7,4
107891,Mocha,2025-04-27 08:19:00,Sunday,2,5.48,4
244435,Espresso,2025-04-27 16:09:00,Sunday,4,5.83,1
745032,Chai Latte,2025-04-27 12:32:00,Sunday,2,6.12,1
835394,Latte,2025-04-27 15:32:00,Sunday,1,4.94,4
433221,Mocha,2025-04-27 11:49:00,Sunday,1,6.82,1
757181,Avocado Toast,2025-04-27 12:35:00,Sunday,2,4.5,2
331846,Blueberry Muffin,2025-04-27 11:15:00,Sunday,1,6.12,3
405641,Bagel,2025-04-27 16:20:00,Sunday,2,6.62,3
993795,Bagel,2025-04-27 14:34:00,Sunday,1,2.84,1
919104,Avocado Toast,2025-04-27 10:44:00,Sunday,1,5.52,2
696149,Americano,2025-04-27 16:20:00,Sunday,1,4.56,1
826912,Bagel,2025-04-27 10:39:00,Sunday,1,7.23,1
756273,Latte,2025-04-27 11:01:00,Sunday,2,5.13,1
958386,Cappuccino,2025-04-27 16:41:00,Sunday,1,7.31,2
512752,Chai Latte,2025-04-27 13:33:00,Sunday,1,4.84,3
210552,Blueberry Muffin,2025-04-27 11:39:00,Sunday,1,3.72,5
323734,Flat White,2025-04-27 16:23:00,Sunday,1,4.06,4
448117,Latte,2025-04-27 10:52:00,Sunday,1,6.07,1
996685,Flat White,2025-04-27 11:01:00,Sunday,2,5.42,5
446172,Americano,2025-04-27 10:24:00,Sunday,1,6.25,2
305441,Croissant,2025-04-27 11:02:00,Sunday,2,5.29,4
576314,Chai Latte,2025-04-27 16:37:00,Sunday,1,4.1,1
150569,Matcha Latte,2025-04-27 10:43:00,Sunday,1,3.57,1
455745,Croissant,2025-04-27 08:22:00,Sunday,1,4.7,4
625672,Mocha,2025-04-27 10:00:00,Sunday,1,4.9,3
557245,Mocha,2025-04-27 12:47:00,Sunday,2,6.39,5
377536,Chai Latte,2025-04-27 09:05:00,Sunday,1,7.23,3
248921,Chai Latte,2025-04-27 16:21:00,Sunday,1,5.76,4
527846,Mocha,2025-04-27 13:01:00,Sunday,2,2.77,5
466883,Mocha,2025-04-27 11:02:00,Sunday,5,3.9,5
273459,Latte,2025-04-27 12:39:00,Sunday,1,6.27,2
816133,Matcha Latte,2025-04-27 11:45:00,Sunday,3,4.14,4
336207,Latte,2025-04-27 12:43:00,Sunday,2,3.9,5
876540,Avocado Toast,2025-04-27 13:08:00,Sunday,1,2.96,2
551858,Bagel,2025-04-27 12:12:00,Sunday,2,7.01,2
907431,Cold Brew,2025-04-27 10:48:00,Sunday,3,5.83,5
720163,Latte,2025-04-27 13:02:00,Sunday,1,4.14,3
130964,Croissant,2025-04-27 14:22:00,Sunday,1,6.63,3
204427,Cold Brew,2025-04-27 12:15:00,Sunday,1,4.6,2
655972,Bagel,2025-04-27 13:24:00,Sunday,1,3.4,2
640749,Cold Brew,2025-04-27 12:14:00,Sunday,2,2.63,5
959894,Avocado Toast,2025-04-27 12:08:00,Sunday,4,6.95,4
339335,Matcha Latte,2025-04-27 14:36:00,Sunday,2,2.78,1
859765,Cappuccino,2025-04-27 13:58:00,Sunday,2,7.26,5
481260,Cappuccino,2025-04-27 10:04:00,Sunday,3,6.16,4
813008,Cappuccino,2025-04-27 12:35:00,Sunday,1,5.61,4
415056,Avocado Toast,2025-04-27 14:24:00,Sunday,2,4.22,2
536084,Mocha,2025-04-27 12:26:00,Sunday,2,7.02,4
682675,Mocha,2025-04-27 12:20:00,Sunday,2,4.56,3
167161,Cold Brew,2025-04-27 08:36:00,Sunday,1,6.88,2
329616,Americano,2025-04-27 11:20:00,Sunday,2,5.17,1
391739,Latte,2025-04-27 17:56:00,Sunday,1,4.77,2
918734,Cappuccino,2025-04-27 14:07:00,Sunday,3,7.37,3
981130,Mocha,2025-04-27 13:05:00,Sunday,1,4.32,4
618050,Blueberry Muffin,2025-04-27 14:57:00,Sunday,1,3.06,5
541504,Latte,2025-04-27 11:27:00,Sunday,4,3.82,4
221812,Matcha Latte,2025-04-27 09:58:00,Sunday,3,3.91,3
781336,Avocado Toast,2025-04-27 17:09:00,Sunday,3,3.79,3
563301,Avocado Toast,2025-04-27 09:26:00,Sunday,2,6.15,5
161214,Avocado Toast,2025-04-27 12:38:00,Sunday,1,6.38,2
922580,Cold Brew,2025-04-27 11:21:00,Sunday,2,5.64,3
910220,Blueberry Muffin,2025-04-27 13:31:00,Sunday,2,3.33,5
427770,Avocado Toast,2025-04-27 14:51:00,Sunday,1,3.46,2
447907,Latte,2025-04-27 08:33:00,Sunday,1,4.47,2
711982,Cappuccino,2025-04-27 14:01:00,Sunday,3,4.73,2
989787,Bagel,2025-04-27 08:32:00,Sunday,2,6.01,1
995447,Flat White,2025-04-27 11:20:00,Sunday,1,6.18,2
553593,Mocha,2025-04-27 09:25:00,Sunday,3,5.16,3
117744,Avocado Toast,2025-04-27 08:14:00,Sunday,3,5.05,1
847684,Mocha,2025-04-27 08:30:00,Sunday,1,3.07,3
998331,Americano,2025-04-27 10:40:00,Sunday,2,6.95,1
987522,Mocha,2025-04-27 11:58:00,Sunday,2,6.27,2
508967,Croissant,2025-04-27 11:29:00,Sunday,1,3.23,3
269825,Blueberry Muffin,2025-04-27 16:46:00,Sunday,2,2.58,4
516499,Latte,2025-04-27 13:09:00,Sunday,2,3.38,5
257995,Espresso,2025-04-27 14:39:00,Sunday,2,7.2,2
607094,Mocha,2025-04-27 14:06:00,Sunday,1,3.49,5
286367,Matcha Latte,2025-04-27 11:27:00,Sunday,1,7.4,1
809004,Espresso,2025-04-27 09:22:00,Sunday,1,4.18,2
648305,Chai Latte,2025-04-27 11:02:00,Sunday,2,2.64,3
802217,Latte,2025-04-27 10:13:00,Sunday,3,4.85,4
698063,Mocha,2025-04-27 15:35:00,Sunday,3,6.81,5
183512,Latte,2025-04-27 10:52:00,Sunday,2,4.07,5
537807,Mocha,2025-04-27 11:53:00,Sunday,1,7.16,1
540298,Avocado Toast,2025-04-27 10:00:00,Sunday,3,5.87,4
821473,Mocha,2025-04-27 09:31:00,Sunday,2,3.56,1
365039,Avocado Toast,2025-04-27 09:50:00,Sunday,1,3.83,4
331985,Latte,2025-04-27 11:23:00,Sunday,2,3.59,4
762889,Flat White,2025-04-27 12:21:00,Sunday,1,7.15,5
803457,Flat White,2025-04-27 12:46:00,Sunday,3,5.47,2
851445,Latte,2025-04-27 10:26:00,Sunday,2,4.09,1
995412,Avocado Toast,2025-04-27 14:09:00,Sunday,1,5.76,5
102910,Latte,2025-04-27 14:58:00,Sunday,1,7.25,3
514846,Croissant,2025-04-27 10:23:00,Sunday,1,3.42,1
774295,Croissant,2025-04-27 09:44:00,Sunday,1,6.64,1
950500,Blueberry Muffin,2025-04-27 09:59:00,Sunday,1,3.98,1
567614,Americano,2025-04-27 09:48:00,Sunday,4,2.78,1
689222,Latte,2025-04-27 12:27:00,Sunday,1,4.28,3
806709,Matcha Latte,2025-04-27 10:18:00,Sunday,2,7.29,4
151495,Avocado Toast,2025-04-27 08:10:00,Sunday,1,3.39,5
934853,Americano,2025-04-27 10:22:00,Sunday,1,4.63,3
417933,Chai Latte,2025-04-27 09:06:00,Sunday,2,3.07,2
338216,Croissant,2025-04-27 12:19:00,Sunday,2,5.82,4
655776,Flat White,2025-04-27 11:53:00,Sunday,2,7.28,5
271277,Cappuccino,2025-04-27 13:45:00,Sunday,3,3.67,5
927972,Cappuccino,2025-04-27 14:25:00,Sunday,2,3.63,2
883963,Cappuccino,2025-04-27 11:51:00,Sunday,1,7.31,4
216807,Chai Latte,2025-04-27 10:11:00,Sunday,2,3.34,5
655011,Cappuccino,2025-04-27 10:00:00,Sunday,3,3.7,3
702386,Croissant,2025-04-27 10:01:00,Sunday,3,3.37,3
166074,Cappuccino,2025-04-27 11:23:00,Sunday,2,4.32,3
610407,Avocado Toast,2025-04-27 14:19:00,Sunday,3,6.98,2
193283,Espresso,2025-04-27 08:12:00,Sunday,2,6.13,4
319095,Avocado Toast,2025-04-27 14:29:00,Sunday,1,6.41,1
524505,Cappuccino,2025-04-27 14:39:00,Sunday,3,4.16,3
944619,Avocado Toast,2025-04-27 13:20:00,Sunday,2,4.42,5
391211,Mocha,2025-04-27 14:27:00,Sunday,2,7.07,5
138804,Flat White,2025-04-27 14:53:00,Sunday,4,2.89,1
872805,Cold Brew,2025-04-27 11:25:00,Sunday,2,6.8,5
771848,Americano,2025-04-27 08:15:00,Sunday,2,4.65,5
716166,Avocado Toast,2025-04-27 13:11:00,Sunday,5,5.52,5
474668,Cold Brew,2025-04-27 14:24:00,Sunday,2,2.79,1
846263,Matcha Latte,2025-04-27 14:16:00,Sunday,1,7.27,5
538910,Chai Latte,2025-04-27 13:08:00,Sunday,1,4.75,5
888675,Mocha,2025-04-27 13:45:00,Sunday,2,3.66,3
547742,Chai Latte,2025-04-27 13:59:00,Sunday,2,5.08,1
220924,Cold Brew,2025-04-27 11:08:00,Sunday,1,6.6,3
285231,Mocha,2025-04-27 12:48:00,Sunday,2,6.58,2
936100,Cappuccino,2025-04-27 09:26:00,Sunday,2,6.15,3
711673,Avocado Toast,2025-04-27 12:03:00,Sunday,1,3.82,5
316916,Matcha Latte,2025-04-27 15:49:00,Sunday,2,6.82,4
615913,Bagel,2025-04-27 09:30:00,Sunday,1,6.5,1
607373,Latte,2025-04-27 12:06:00,Sunday,1,2.59,4
402352,Avocado Toast,2025-04-27 10:18:00,Sunday,1,5.95,4
679839,Avocado Toast,2025-04-27 11:34:00,Sunday,1,7.34,4
436744,Blueberry Muffin,2025-04-27 10:30:00,Sunday,1,4.24,3
334444,Bagel,2025-04-27 12:19:00,Sunday,3,7.49,1
922023,Matcha Latte,2025-04-27 14:02:00,Sunday,2,3.43,1
680745,Blueberry Muffin,2025-04-27 15:54:00,Sunday,2,6.76,4
391491,Cold Brew,2025-04-27 14:41:00,Sunday,1,7.09,1
893385,Espresso,2025-04-27 12:34:00,Sunday,1,3.05,5
110791,Cold Brew,2025-04-27 09:30:00,Sunday,1,3.19,1
888868,Blueberry Muffin,2025-04-27 09:33:00,Sunday,3,5.43,2
777420,Mocha,2025-04-27 13:39:00,Sunday,1,2.64,4
821659,Blueberry Muffin,2025-04-27 13:14:00,Sunday,2,4.88,4
510100,Latte,2025-04-27 14:51:00,Sunday,3,3.46,5
278131,Cappuccino,2025-04-27 11:38:00,Sunday,3,3.05,4
169622,Blueberry Muffin,2025-04-27 17:27:00,Sunday,2,6.92,1
816543,Matcha Latte,2025-04-27 12:23:00,Sunday,3,6.29,1
508264,Mocha,2025-04-27 08:22:00,Sunday,2,5.45,3
935849,Cappuccino,2025-04-27 11:13:00,Sunday,4,3.44,4
699727,Croissant,2025-04-27 11:22:00,Sunday,1,5.43,5
371253,Flat White,2025-04-28 11:50:00,Monday,1,3.55,1
144827,Cappuccino,2025-04-28 13:48:00,Monday,2,2.75,3
684678,Matcha Latte,2025-04-28 15:14:00,Monday,2,7.22,2
284811,Americano,2025-04-28 12:11:00,Monday,2,5.56,5
369511,Blueberry Muffin,2025-04-28 15:33:00,Monday,1,7.43,5
179852,Bagel,2025-04-28 11:11:00,Monday,2,3.5,3
679488,Mocha,2025-04-28 15:48:00,Monday,3,6.32,4
251845,Cappuccino,2025-04-28 12:15:00,Monday,5,5.58,2
167804,Flat White,2025-04-28 08:29:00,Monday,1,6.74,5
759976,Americano,2025-04-28 14:02:00,Monday,1,4.08,3
254878,Latte,2025-04-28 12:00:00,Monday,2,5.99,5
688025,Croissant,2025-04-28 13:55:00,Monday,2,2.58,3
704683,Matcha Latte,2025-04-28 11:27:00,Monday,4,3.77,1
325947,Espresso,2025-04-28 10:44:00,Monday,2,4.43,5
471024,Avocado Toast,2025-04-28 15:02:00,Monday,4,3.85,2
785152,Matcha Latte,2025-04-28 10:39:00,Monday,2,2.9,5
630926,Matcha Latte,2025-04-28 10:24:00,Monday,3,4.63,5
917493,Espresso,2025-04-28 08:18:00,Monday,3,2.89,4
486680,Mocha,2025-04-28 10:21:00,Monday,2,5.93,3
670773,Espresso,2025-04-28 10:14:00,Monday,1,6.75,2
538742,Croissant,2025-04-28 11:35:00,Monday,1,6.3,2
886943,Bagel,2025-04-28 13:16:00,Monday,2,2.58,5
974874,Espresso,2025-04-28 11:40:00,Monday,3,3.57,1
636525,Latte,2025-04-28 10:26:00,Monday,3,7.32,1
275410,Cappuccino,2025-04-28 08:45:00,Monday,2,4.19,3
140068,Avocado Toast,2025-04-28 16:47:00,Monday,1,5.0,2
698897,Mocha,2025-04-28 08:16:00,Monday,3,4.29,1
543915,Americano,2025-04-28 12:12:00,Monday,2,2.99,2
552890,Chai Latte,2025-04-28 13:22:00,Monday,2,4.35,3
129502,Chai Latte,2025-04-28 15:24:00,Monday,2,4.96,4
883859,Bagel,2025-04-28 11:43:00,Monday,3,4.01,2
569244,Chai Latte,2025-04-28 14:24:00,Monday,2,6.18,1
982208,Americano,2025-04-28 10:29:00,Monday,3,7.32,1
924935,Cold Brew,2025-04-28 14:47:00,Monday,1,5.79,4
330049,Cappuccino,2025-04-28 11:55:00,Monday,5,5.92,2
397028,Matcha Latte,2025-04-28 14:31:00,Monday,1,3.19,5
262230,Espresso,2025-04-28 13:18:00,Monday,2,5.29,1
480107,Mocha,2025-04-28 11:30:00,Monday,1,3.03,3
859056,Americano,2025-04-28 11:30:00,Monday,3,4.12,5
474281,Cold Brew,2025-04-28 11:22:00,Monday,2,5.91,4
266205,Cappuccino,2025-04-28 08:21:00,Monday,4,2.82,3
570552,Avocado Toast,2025-04-28 14:36:00,Monday,3,4.15,5
828811,Bagel,2025-04-28 14:39:00,Monday,2,4.38,3
109721,Mocha,2025-04-28 11:54:00,Monday,2,3.8,4
189964,Cappuccino,2025-04-28 10:57:00,Monday,2,4.2,5
117912,Espresso,2025-04-28 12:01:00,Monday,1,4.16,3
634022,Espresso,2025-04-28 09:27:00,Monday,3,4.59,3
193427,Cold Brew,2025-04-28 15:05:00,Monday,2,3.8,2
150295,Bagel,2025-04-28 12:55:00,Monday,2,2.86,5
992577,Chai Latte,2025-04-28 10:04:00,Monday,1,2.94,4
846344,Mocha,2025-04-28 16:12:00,Monday,1,3.69,4
171778,Americano,2025-04-28 12:36:00,Monday,2,4.88,4
286310,Mocha,2025-04-28 08:41:00,Monday,5,7.3,3
947007,Americano,2025-04-28 14:32:00,Monday,1,6.81,1
275735,Avocado Toast,2025-04-28 12:44:00,Monday,1,5.27,4
660317,Mocha,2025-04-28 12:03:00,Monday,4,5.99,3
569829,Blueberry Muffin,2025-04-28 13:01:00,Monday,2,6.68,1
349659,Avocado Toast,2025-04-28 11:06:00,Monday,2,5.6,4
494885,Americano,2025-04-28 10:47:00,Monday,1,6.41,3
393341,Americano,2025-04-28 11:15:00,Monday,1,6.9,3
834352,Mocha,2025-04-28 10:55:00,Monday,1,5.33,4
361000,Flat White,2025-04-28 10:32:00,Monday,2,5.0,4
919631,Espresso,2025-04-28 15:30:00,Monday,1,2.59,5
520998,Blueberry Muffin,2025-04-28 11:00:00,Monday,1,6.93,2
170176,Matcha Latte,2025-04-28 10:44:00,Monday,2,4.26,2
461189,Mocha,2025-04-28 10:06:00,Monday,2,2.9,2
609127,Americano,2025-04-28 12:31:00,Monday,1,7.21,4
342205,Croissant,2025-04-28 09:16:00,Monday,3,6.07,2
121337,Cold Brew,2025-04-28 08:37:00,Monday,3,4.42,4
599082,Americano,2025-04-28 12:36:00,Monday,1,6.85,3
587646,Bagel,2025-04-28 13:23:00,Monday,1,7.08,3
168096,Blueberry Muffin,2025-04-28 13:56:00,Monday,2,2.92,1
304002,Chai Latte,2025-04-28 11:48:00,Monday,2,3.91,1
343354,Cappuccino,2025-04-28 13:34:00,Monday,2,4.19,1
906654,Cold Brew,2025-04-28 10:26:00,Monday,1,6.76,3
229636,Blueberry Muffin,2025-04-28 08:58:00,Monday,3,6.14,1
440414,Flat White,2025-04-28 11:36:00,Monday,2,6.59,3
198953,Cappuccino,2025-04-28 14:39:00,Monday,3,4.27,3
770290,Mocha,2025-04-28 12:33:00,Monday,2,2.63,2
740564,Bagel,2025-04-28 13:01:00,Monday,2,4.32,4
324862,Chai Latte,2025-04-28 11:23:00,Monday,1,6.28,3
597171,Matcha Latte,2025-04-28 13:57:00,Monday,1,7.14,3
980619,Cappuccino,2025-04-28 08:09:00,Monday,4,4.11,4
748628,Avocado Toast,2025-04-28 10:17:00,Monday,4,4.73,2
286659,Avocado Toast,2025-04-28 12:41:00,Monday,2,6.85,2
753789,Blueberry Muffin,2025-04-28 15:24:00,Monday,1,3.08,1
341956,Mocha,2025-04-28 16:27:00,Monday,1,4.28,4
652671,Chai Latte,2025-04-28 10:42:00,Monday,2,6.03,5
791521,Croissant,2025-04-28 10:57:00,Monday,1,4.69,2
489230,Chai Latte,2025-04-28 16:29:00,Monday,4,7.47,1
405982,Chai Latte,2025-04-28 11:31:00,Monday,3,7.11,5
162774,Americano,2025-04-28 09:38:00,Monday,3,5.14,2
247161,Cold Brew,2025-04-28 12:33:00,Monday,3,5.4,4
979078,Cappuccino,2025-04-28 08:38:00,Monday,3,6.55,4
151983,Mocha,2025-04-28 17:40:00,Monday,6,3.22,5
460005,Cold Brew,2025-04-28 11:31:00,Monday,3,4.09,1
439234,Americano,2025-04-28 17:41:00,Monday,2,7.3,3
100868,Latte,2025-04-28 10:45:00,Monday,3,6.05,3
497774,Cappuccino,2025-04-28 10:11:00,Monday,2,2.74,3
906543,Croissant,2025-04-28 09:33:00,Monday,1,3.0,2
237208,Mocha,2025-04-28 13:37:00,Monday,2,3.83,1
615271,Latte,2025-04-28 13:33:00,Monday,2,5.44,3
889970,Chai Latte,2025-04-28 10:30:00,Monday,1,5.85,5
393621,Bagel,2025-04-28 13:11:00,Monday,2,3.28,5
133426,Avocado Toast,2025-04-28 09:49:00,Monday,3,6.28,3
699286,Flat White,2025-04-28 15:39:00,Monday,2,5.91,1
543938,Flat White,2025-04-28 10:02:00,Monday,4,3.18,3
706050,Bagel,2025-04-28 12:07:00,Monday,3,2.84,2
660136,Americano,2025-04-28 10:15:00,Monday,2,3.02,5
921588,Bagel,2025-04-28 12:28:00,Monday,1,5.35,3
199366,Matcha Latte,2025-04-28 10:59:00,Monday,2,5.97,2
474871,Blueberry Muffin,2025-04-28 13:58:00,Monday,2,2.57,2
113322,Croissant,2025-04-28 10:55:00,Monday,4,3.49,5
453551,Flat White,2025-04-28 10:04:00,Monday,2,4.53,3
148271,Cold Brew,2025-04-28 16:35:00,Monday,3,4.68,5
176301,Flat White,2025-04-28 13:27:00,Monday,2,7.21,1
629135,Espresso,2025-04-28 11:41:00,Monday,2,4.74,5
320860,Cold Brew,2025-04-28 11:26:00,Monday,1,7.35,5
983499,Avocado Toast,2025-04-28 12:38:00,Monday,1,6.99,4
762394,Cold Brew,2025-04-28 11:55:00,Monday,4,6.28,4
808282,Mocha,2025-04-28 10:32:00,Monday,2,5.1,4
445127,Cappuccino,2025-04-28 09:44:00,Monday,5,5.88,5
683146,Blueberry Muffin,2025-04-28 09:00:00,Monday,1,5.93,5
685039,Flat White,2025-04-28 12:51:00,Monday,2,6.36,2
225667,Avocado Toast,2025-04-28 15:12:00,Monday,3,2.59,5
145305,Chai Latte,2025-04-28 13:30:00,Monday,1,7.16,1
330495,Cappuccino,2025-04-28 11:09:00,Monday,2,4.49,1
442658,Chai Latte,2025-04-28 10:06:00,Monday,1,3.22,2
768780,Mocha,2025-04-28 14:26:00,Monday,2,4.81,1
802974,Latte,2025-04-28 13:45:00,Monday,2,3.47,5
213961,Mocha,2025-04-28 14:28:00,Monday,1,6.11,3
679267,Blueberry Muffin,2025-04-28 13:07:00,Monday,3,6.89,3
428131,Cold Brew,2025-04-28 08:03:00,Monday,1,3.69,5
324898,Chai Latte,2025-04-28 11:04:00,Monday,2,4.04,3
601708,Chai Latte,2025-04-28 14:21:00,Monday,3,5.09,3
379477,Flat White,2025-04-28 11:46:00,Monday,1,3.85,2
445044,Flat White,2025-04-28 09:29:00,Monday,1,6.07,2
830724,Chai Latte,2025-04-28 08:41:00,Monday,2,2.73,4
802696,Flat White,2025-04-28 12:43:00,Monday,3,7.03,3
213686,Cappuccino,2025-04-28 12:36:00,Monday,2,4.43,1
336080,Chai Latte,2025-04-28 15:33:00,Monday,1,5.39,3
477178,Blueberry Muffin,2025-04-28 11:06:00,Monday,2,3.25,5
550773,Croissant,2025-04-28 10:10:00,Monday,2,2.92,2
476355,Mocha,2025-04-28 13:56:00,Monday,1,2.95,3
729301,Blueberry Muffin,2025-04-28 13:15:00,Monday,3,4.22,4
699831,Cold Brew,2025-04-28 11:53:00,Monday,2,4.54,5
389627,Americano,2025-04-28 11:45:00,Monday,4,4.29,4
178744,Latte,2025-04-28 08:35:00,Monday,2,2.52,1
546195,Latte,2025-04-28 11:06:00,Monday,1,6.37,1
526696,Flat White,2025-04-28 16:28:00,Monday,2,2.89,1
418846,Bagel,2025-04-28 13:06:00,Monday,2,5.18,3
346688,Cold Brew,2025-04-28 11:04:00,Monday,1,6.76,1
186978,Avocado Toast,2025-04-28 12:37:00,Monday,3,4.79,5
170243,Mocha,2025-04-28 08:44:00,Monday,3,4.99,2
284020,Chai Latte,2025-04-28 13:50:00,Monday,2,7.45,1
532873,Avocado Toast,2025-04-28 11:01:00,Monday,2,3.79,4
174314,Croissant,2025-04-28 12:45:00,Monday,3,3.5,1
418004,Espresso,2025-04-28 09:59:00,Monday,3,3.83,5
676975,Latte,2025-04-28 16:48:00,Monday,1,2.61,1
617026,Chai Latte,2025-04-28 17:50:00,Monday,1,3.26,3
168645,Mocha,2025-04-28 14:11:00,Monday,1,4.11,3
884537,Latte,2025-04-28 15:40:00,Monday,2,7.32,2
507132,Americano,2025-04-28 16:09:00,Monday,1,3.24,5
674413,Matcha Latte,2025-04-28 14:41:00,Monday,4,3.55,5
691895,Cappuccino,2025-04-28 13:36:00,Monday,2,5.9,2
